sites,arm,seed,hash,occupancy,final_population,extinct,frozen,births,deaths,plant_count,plant_births,highest_plant_generation,growth_founder,growth_final,growth_delta,seed_investment_founder,seed_investment_final,seed_investment_delta,water_efficiency_founder,water_efficiency_final,water_efficiency_delta,nutrition_founder,nutrition_final,nutrition_delta,defense_founder,defense_final,defense_delta,dispersal_founder,dispersal_final,dispersal_delta,moisture_tolerance_founder,moisture_tolerance_final,moisture_tolerance_delta,temperature_tolerance_founder,temperature_tolerance_final,temperature_tolerance_delta,nutrient_uptake_founder,nutrient_uptake_final,nutrient_uptake_delta,seedling_resilience_founder,seedling_resilience_final,seedling_resilience_delta,seed_production_rate_founder,seed_production_rate_final,seed_production_rate_delta
168site,contest-on,144,6170835436835795144,0.839236,48,false,false,139,103,160,1232,17,0.500000,0.446031,-0.053969,0.500000,0.505408,0.005408,0.500000,0.439313,-0.060687,0.500000,0.451063,-0.048937,0.500000,0.516376,0.016376,0.500000,0.687974,0.187974,0.500000,0.470147,-0.029853,0.500000,0.482087,-0.017913,0.500000,0.441846,-0.058154,0.500000,0.462968,-0.037032,0.500000,0.503690,0.003690
168site,contest-on,145,12826051211963715960,0.825397,48,false,false,138,102,160,1241,20,0.500000,0.551598,0.051598,0.500000,0.465157,-0.034843,0.500000,0.407920,-0.092080,0.500000,0.510618,0.010618,0.500000,0.459306,-0.040694,0.500000,0.710757,0.210757,0.500000,0.591443,0.091443,0.500000,0.430179,-0.069821,0.500000,0.486491,-0.013509,0.500000,0.437491,-0.062509,0.500000,0.505272,0.005272
168site,contest-on,146,5753067315771105728,0.828671,48,false,false,158,122,158,1240,17,0.500000,0.509715,0.009715,0.500000,0.402995,-0.097005,0.500000,0.452652,-0.047348,0.500000,0.488354,-0.011646,0.500000,0.618998,0.118998,0.500000,0.707018,0.207018,0.500000,0.446025,-0.053975,0.500000,0.404853,-0.095147,0.500000,0.392105,-0.107895,0.500000,0.516664,0.016664,0.500000,0.546379,0.046379
168site,contest-on,147,14400161976190428324,0.829266,48,false,false,158,122,161,1278,20,0.500000,0.583903,0.083903,0.500000,0.471199,-0.028801,0.500000,0.425338,-0.074662,0.500000,0.434758,-0.065242,0.500000,0.538281,0.038281,0.500000,0.714919,0.214919,0.500000,0.638572,0.138572,0.500000,0.453433,-0.046567,0.500000,0.364265,-0.135735,0.500000,0.446278,-0.053722,0.500000,0.554909,0.054909
168site,contest-on,148,7821080676929353745,0.844345,48,false,false,140,104,158,1215,19,0.500000,0.429618,-0.070382,0.500000,0.532786,0.032786,0.500000,0.566568,0.066568,0.500000,0.425440,-0.074560,0.500000,0.552467,0.052467,0.500000,0.720780,0.220780,0.500000,0.484886,-0.015114,0.500000,0.517167,0.017166,0.500000,0.455798,-0.044202,0.500000,0.464622,-0.035378,0.500000,0.486227,-0.013773
168site,contest-on,149,4288704804260700175,0.841865,48,false,false,139,103,159,1232,19,0.500000,0.411649,-0.088351,0.500000,0.544560,0.044560,0.500000,0.472786,-0.027214,0.500000,0.478233,-0.021767,0.500000,0.520419,0.020419,0.500000,0.673629,0.173629,0.500000,0.465854,-0.034146,0.500000,0.503985,0.003985,0.500000,0.392432,-0.107568,0.500000,0.482478,-0.017522,0.500000,0.540346,0.040346
168site,contest-on,150,4839268118396887269,0.835714,48,false,false,158,122,159,1262,18,0.500000,0.591076,0.091076,0.500000,0.535226,0.035226,0.500000,0.438707,-0.061293,0.500000,0.366124,-0.133876,0.500000,0.464782,-0.035218,0.500000,0.661942,0.161942,0.500000,0.570639,0.070639,0.500000,0.610704,0.110704,0.500000,0.424791,-0.075209,0.500000,0.506968,0.006968,0.500000,0.423263,-0.076737
168site,contest-on,151,11735897358430345637,0.830109,48,false,false,182,146,153,1200,17,0.500000,0.378584,-0.121416,0.500000,0.441430,-0.058570,0.500000,0.422981,-0.077019,0.500000,0.483986,-0.016014,0.500000,0.538642,0.038642,0.500000,0.718212,0.218212,0.500000,0.369305,-0.130695,0.500000,0.452566,-0.047434,0.500000,0.435361,-0.064639,0.500000,0.537373,0.037373,0.500000,0.591705,0.091705
168site,contest-on,152,1216725114843572710,0.828125,48,false,false,169,133,157,1193,21,0.500000,0.498257,-0.001743,0.500000,0.506386,0.006386,0.500000,0.422146,-0.077854,0.500000,0.417124,-0.082876,0.500000,0.530668,0.030668,0.500000,0.622240,0.122240,0.500000,0.542271,0.042271,0.500000,0.501877,0.001877,0.500000,0.459238,-0.040762,0.500000,0.462535,-0.037465,0.500000,0.498619,-0.001381
168site,contest-on,153,5554359076874028901,0.827579,48,false,false,133,97,161,1302,19,0.500000,0.637769,0.137769,0.500000,0.400873,-0.099127,0.500000,0.377278,-0.122722,0.500000,0.581157,0.081157,0.500000,0.528581,0.028581,0.500000,0.710921,0.210921,0.500000,0.625951,0.125951,0.500000,0.465285,-0.034715,0.500000,0.340005,-0.159995,0.500000,0.514554,0.014554,0.500000,0.480534,-0.019466
168site,contest-on,154,3595470143335343551,0.834921,48,false,false,151,115,159,1223,21,0.500000,0.515648,0.015648,0.500000,0.633609,0.133609,0.500000,0.357440,-0.142560,0.500000,0.466314,-0.033686,0.500000,0.585636,0.085636,0.500000,0.700503,0.200503,0.500000,0.519422,0.019422,0.500000,0.539886,0.039886,0.500000,0.343496,-0.156504,0.500000,0.443171,-0.056829,0.500000,0.500804,0.000804
168site,contest-on,155,8119943253999381648,0.831448,48,false,false,138,102,156,1249,21,0.500000,0.595592,0.095592,0.500000,0.397717,-0.102283,0.500000,0.381680,-0.118320,0.500000,0.434961,-0.065039,0.500000,0.558604,0.058604,0.500000,0.680767,0.180767,0.500000,0.659375,0.159375,0.500000,0.395582,-0.104418,0.500000,0.359787,-0.140213,0.500000,0.510208,0.010208,0.500000,0.472660,-0.027340
168site,contest-on,156,1636545484689025675,0.842510,48,false,false,138,102,160,1248,20,0.500000,0.491609,-0.008391,0.500000,0.554458,0.054458,0.500000,0.376123,-0.123877,0.500000,0.446026,-0.053974,0.500000,0.542446,0.042446,0.500000,0.665176,0.165176,0.500000,0.517022,0.017022,0.500000,0.397661,-0.102339,0.500000,0.382720,-0.117280,0.500000,0.503600,0.003600,0.500000,0.549204,0.049204
168site,contest-on,157,4593018998802855014,0.835417,48,false,false,172,136,159,1225,19,0.500000,0.517348,0.017348,0.500000,0.382091,-0.117909,0.500000,0.436822,-0.063178,0.500000,0.511932,0.011932,0.500000,0.494093,-0.005907,0.500000,0.757680,0.257680,0.500000,0.544114,0.044114,0.500000,0.337694,-0.162306,0.500000,0.393628,-0.106372,0.500000,0.528974,0.028974,0.500000,0.587577,0.087577
168site,contest-on,158,18393438895618297268,0.836905,48,false,false,144,108,156,1227,18,0.500000,0.572647,0.072647,0.500000,0.521969,0.021969,0.500000,0.371637,-0.128363,0.500000,0.445560,-0.054440,0.500000,0.482196,-0.017804,0.500000,0.626457,0.126457,0.500000,0.602284,0.102284,0.500000,0.502036,0.002036,0.500000,0.435399,-0.064601,0.500000,0.403435,-0.096565,0.500000,0.543481,0.043481
168site,contest-on,159,3406645074660209730,0.847569,48,false,false,135,99,162,1249,18,0.500000,0.405222,-0.094778,0.500000,0.455567,-0.044433,0.500000,0.500387,0.000387,0.500000,0.560008,0.060008,0.500000,0.530823,0.030823,0.500000,0.764641,0.264641,0.500000,0.383541,-0.116459,0.500000,0.414110,-0.085890,0.500000,0.479372,-0.020628,0.500000,0.558509,0.058509,0.500000,0.597521,0.097521
168site,contest-on,160,10712605019156145132,0.837103,48,false,false,134,98,159,1186,16,0.500000,0.400800,-0.099200,0.500000,0.477243,-0.022757,0.500000,0.465298,-0.034702,0.500000,0.444973,-0.055027,0.500000,0.518304,0.018304,0.500000,0.704950,0.204950,0.500000,0.358686,-0.141314,0.500000,0.395000,-0.105000,0.500000,0.471604,-0.028396,0.500000,0.509657,0.009657,0.500000,0.505201,0.005201
168site,contest-on,161,5105725653758411609,0.833135,48,false,false,141,105,157,1222,17,0.500000,0.554338,0.054338,0.500000,0.406683,-0.093317,0.500000,0.413559,-0.086441,0.500000,0.441030,-0.058970,0.500000,0.486030,-0.013970,0.500000,0.640286,0.140286,0.500000,0.570169,0.070169,0.500000,0.443309,-0.056691,0.500000,0.387230,-0.112770,0.500000,0.476373,-0.023627,0.500000,0.482942,-0.017058
168site,drift,42,4980745099509978170,0.815724,48,false,false,157,121,150,901,17,0.500000,0.536705,0.036705,0.500000,0.545901,0.045901,0.500000,0.435742,-0.064258,0.500000,0.400204,-0.099796,0.500000,0.482884,-0.017116,0.500000,0.655428,0.155428,0.500000,0.585154,0.085154,0.500000,0.504941,0.004941,0.500000,0.462498,-0.037502,0.500000,0.399772,-0.100228,0.500000,0.471219,-0.028781
168site,drift,43,17619320500930670287,0.825695,48,false,false,174,138,159,879,15,0.500000,0.388853,-0.111147,0.500000,0.423708,-0.076292,0.500000,0.426764,-0.073236,0.500000,0.511288,0.011288,0.500000,0.622316,0.122316,0.500000,0.732515,0.232515,0.500000,0.337236,-0.162764,0.500000,0.412080,-0.087920,0.500000,0.466124,-0.033876,0.500000,0.531737,0.031737,0.500000,0.623217,0.123217
168site,drift,44,2167283205462374094,0.829316,48,false,false,145,109,154,902,19,0.500000,0.381755,-0.118245,0.500000,0.451847,-0.048153,0.500000,0.480029,-0.019971,0.500000,0.502176,0.002176,0.500000,0.570868,0.070868,0.500000,0.669517,0.169517,0.500000,0.424483,-0.075517,0.500000,0.435503,-0.064497,0.500000,0.503162,0.003162,0.500000,0.481314,-0.018686,0.500000,0.535980,0.035980
168site,drift,45,17466384579961005996,0.817460,48,false,false,142,106,153,903,17,0.500000,0.478951,-0.021049,0.500000,0.400242,-0.099758,0.500000,0.457116,-0.042885,0.500000,0.457312,-0.042688,0.500000,0.531677,0.031677,0.500000,0.651977,0.151977,0.500000,0.547066,0.047066,0.500000,0.410625,-0.089375,0.500000,0.442716,-0.057284,0.500000,0.441783,-0.058217,0.500000,0.530756,0.030756
168site,drift,46,9819310741687450255,0.827331,48,false,false,136,100,156,896,16,0.500000,0.376220,-0.123780,0.500000,0.438437,-0.061563,0.500000,0.381124,-0.118876,0.500000,0.446088,-0.053912,0.500000,0.622810,0.122810,0.500000,0.746435,0.246435,0.500000,0.395334,-0.104666,0.500000,0.479555,-0.020445,0.500000,0.413957,-0.086043,0.500000,0.486720,-0.013280,0.500000,0.591049,0.091049
168site,drift,47,4336345565331275210,0.822818,48,false,false,146,110,152,932,19,0.500000,0.501881,0.001881,0.500000,0.447145,-0.052855,0.500000,0.519806,0.019806,0.500000,0.453447,-0.046553,0.500000,0.513512,0.013512,0.500000,0.663778,0.163778,0.500000,0.508142,0.008142,0.500000,0.466938,-0.033062,0.500000,0.544195,0.044195,0.500000,0.405832,-0.094168,0.500000,0.511087,0.011087
168site,drift,48,531596846144641208,0.828770,48,false,false,136,100,160,891,15,0.500000,0.382783,-0.117217,0.500000,0.400043,-0.099957,0.500000,0.522560,0.022560,0.500000,0.534504,0.034504,0.500000,0.574547,0.074547,0.500000,0.674767,0.174767,0.500000,0.363886,-0.136114,0.500000,0.358434,-0.141566,0.500000,0.460310,-0.039690,0.500000,0.553238,0.053238,0.500000,0.601726,0.101726
168site,drift,49,15461016782795316786,0.832887,48,false,false,139,103,157,880,20,0.500000,0.345559,-0.154441,0.500000,0.362732,-0.137268,0.500000,0.474710,-0.025290,0.500000,0.505003,0.005003,0.500000,0.628132,0.128132,0.500000,0.781281,0.281281,0.500000,0.347978,-0.152022,0.500000,0.333489,-0.166511,0.500000,0.510976,0.010976,0.500000,0.536278,0.036278,0.500000,0.619309,0.119309
168site,drift,50,10210751290105133295,0.816319,48,false,false,147,111,157,893,18,0.500000,0.382870,-0.117130,0.500000,0.494053,-0.005947,0.500000,0.502084,0.002084,0.500000,0.540731,0.040731,0.500000,0.532317,0.032317,0.500000,0.752164,0.252164,0.500000,0.358343,-0.141657,0.500000,0.407002,-0.092998,0.500000,0.350324,-0.149676,0.500000,0.487060,-0.012940,0.500000,0.611084,0.111084
168site,drift,51,8034304112746859290,0.826240,48,false,false,178,142,153,885,17,0.500000,0.402368,-0.097632,0.500000,0.443103,-0.056897,0.500000,0.396393,-0.103607,0.500000,0.509460,0.009460,0.500000,0.624494,0.124494,0.500000,0.744987,0.244987,0.500000,0.318939,-0.181061,0.500000,0.367755,-0.132245,0.500000,0.437701,-0.062299,0.500000,0.496377,-0.003623,0.500000,0.655916,0.155916
168site,drift,52,14031658012004378294,0.824107,48,false,false,132,96,155,893,17,0.500000,0.375803,-0.124197,0.500000,0.369367,-0.130633,0.500000,0.483303,-0.016697,0.500000,0.490585,-0.009415,0.500000,0.577067,0.077067,0.500000,0.708847,0.208847,0.500000,0.424611,-0.075389,0.500000,0.387748,-0.112252,0.500000,0.469413,-0.030587,0.500000,0.494025,-0.005975,0.500000,0.593314,0.093314
168site,drift,53,17601761500940547165,0.823959,48,false,false,149,113,159,915,19,0.500000,0.457578,-0.042422,0.500000,0.407492,-0.092508,0.500000,0.487569,-0.012431,0.500000,0.443427,-0.056573,0.500000,0.510066,0.010066,0.500000,0.738619,0.238619,0.500000,0.480930,-0.019070,0.500000,0.425050,-0.074950,0.500000,0.449390,-0.050610,0.500000,0.500608,0.000608,0.500000,0.548658,0.048658
168site,drift,54,16105246962863572326,0.825100,48,false,false,154,118,156,910,17,0.500000,0.411659,-0.088341,0.500000,0.439481,-0.060519,0.500000,0.456710,-0.043290,0.500000,0.504144,0.004144,0.500000,0.556653,0.056653,0.500000,0.706209,0.206209,0.500000,0.496602,-0.003398,0.500000,0.430605,-0.069395,0.500000,0.403803,-0.096197,0.500000,0.535046,0.035046,0.500000,0.566944,0.066944
168site,drift,55,786881638185643920,0.824256,48,false,false,143,107,155,900,17,0.500000,0.418257,-0.081743,0.500000,0.340530,-0.159470,0.500000,0.467485,-0.032515,0.500000,0.473868,-0.026132,0.500000,0.570112,0.070112,0.500000,0.722809,0.222809,0.500000,0.427684,-0.072316,0.500000,0.444652,-0.055348,0.500000,0.480287,-0.019713,0.500000,0.526532,0.026532,0.500000,0.561578,0.061578
168site,drift,56,11445747452146821358,0.824653,48,false,false,164,128,153,883,18,0.500000,0.359911,-0.140089,0.500000,0.416795,-0.083205,0.500000,0.414842,-0.085158,0.500000,0.517422,0.017422,0.500000,0.564045,0.064045,0.500000,0.747115,0.247115,0.500000,0.373055,-0.126945,0.500000,0.452989,-0.047011,0.500000,0.444994,-0.055006,0.500000,0.519495,0.019495,0.500000,0.594383,0.094383
168site,drift,57,44890501808538054,0.833383,48,false,false,147,111,154,925,20,0.500000,0.449775,-0.050225,0.500000,0.439790,-0.060210,0.500000,0.431317,-0.068683,0.500000,0.508061,0.008061,0.500000,0.470976,-0.029024,0.500000,0.756933,0.256933,0.500000,0.425750,-0.074250,0.500000,0.477771,-0.022229,0.500000,0.427682,-0.072318,0.500000,0.454655,-0.045345,0.500000,0.565378,0.065378
168site,drift,58,10095255171885936408,0.816468,47,false,false,150,115,146,875,17,0.500000,0.425928,-0.074072,0.500000,0.473267,-0.026733,0.500000,0.462250,-0.037750,0.500000,0.427000,-0.073000,0.500000,0.511757,0.011757,0.500000,0.645560,0.145560,0.500000,0.575626,0.075626,0.500000,0.444830,-0.055170,0.500000,0.499673,-0.000327,0.500000,0.466526,-0.033474,0.500000,0.519537,0.019537
168site,drift,59,8846798236466568370,0.820288,48,false,false,134,98,158,883,19,0.500000,0.367556,-0.132444,0.500000,0.394464,-0.105536,0.500000,0.479456,-0.020544,0.500000,0.574734,0.074734,0.500000,0.555711,0.055711,0.500000,0.769796,0.269796,0.500000,0.347065,-0.152935,0.500000,0.408374,-0.091626,0.500000,0.464748,-0.035252,0.500000,0.529686,0.029686,0.500000,0.534916,0.034916
168site,drift,60,17059950830277332204,0.820982,48,false,false,145,109,157,875,15,0.500000,0.328092,-0.171908,0.500000,0.332450,-0.167550,0.500000,0.521503,0.021503,0.500000,0.495282,-0.004718,0.500000,0.581049,0.081049,0.500000,0.786283,0.286283,0.500000,0.317654,-0.182346,0.500000,0.337033,-0.162967,0.500000,0.492860,-0.007140,0.500000,0.533491,0.033491,0.500000,0.629519,0.129519
168site,drift,61,15246859200546611368,0.826389,48,false,false,137,101,160,854,16,0.500000,0.334401,-0.165599,0.500000,0.381057,-0.118943,0.500000,0.495478,-0.004522,0.500000,0.524258,0.024258,0.500000,0.611949,0.111949,0.500000,0.764661,0.264661,0.500000,0.351039,-0.148961,0.500000,0.384233,-0.115767,0.500000,0.460284,-0.039716,0.500000,0.556803,0.056803,0.500000,0.569928,0.069928
168site,drift,62,16175036708356052832,0.819792,47,false,false,137,102,157,883,17,0.500000,0.318069,-0.181931,0.500000,0.483332,-0.016668,0.500000,0.423816,-0.076184,0.500000,0.511787,0.011787,0.500000,0.568547,0.068547,0.500000,0.756344,0.256344,0.500000,0.223509,-0.276491,0.500000,0.340122,-0.159878,0.500000,0.421048,-0.078952,0.500000,0.520567,0.020567,0.500000,0.645634,0.145634
168site,drift,63,17661556600462756365,0.822966,48,false,false,161,125,155,880,16,0.500000,0.328309,-0.171691,0.500000,0.381936,-0.118064,0.500000,0.421778,-0.078222,0.500000,0.480670,-0.019330,0.500000,0.559027,0.059026,0.500000,0.750388,0.250388,0.500000,0.350703,-0.149297,0.500000,0.434162,-0.065838,0.500000,0.448510,-0.051490,0.500000,0.531769,0.031769,0.500000,0.568191,0.068191
168site,drift,64,17339023840333442967,0.835566,48,false,false,147,111,155,891,17,0.500000,0.353771,-0.146229,0.500000,0.420186,-0.079814,0.500000,0.368474,-0.131526,0.500000,0.565642,0.065642,0.500000,0.611531,0.111531,0.500000,0.849862,0.349862,0.500000,0.373909,-0.126091,0.500000,0.496266,-0.003734,0.500000,0.442476,-0.057524,0.500000,0.516219,0.016219,0.500000,0.643256,0.143256
168site,drift,65,16192774775215825044,0.825199,48,false,false,146,110,157,893,16,0.500000,0.369493,-0.130507,0.500000,0.317574,-0.182426,0.500000,0.404625,-0.095375,0.500000,0.528156,0.028156,0.500000,0.607643,0.107643,0.500000,0.736339,0.236339,0.500000,0.429165,-0.070835,0.500000,0.401083,-0.098917,0.500000,0.419315,-0.080685,0.500000,0.493386,-0.006614,0.500000,0.547182,0.047182
168site,drift,66,17120980231950280674,0.817510,48,false,false,137,101,154,924,20,0.500000,0.515821,0.015821,0.500000,0.491929,-0.008071,0.500000,0.350520,-0.149480,0.500000,0.419792,-0.080208,0.500000,0.489243,-0.010757,0.500000,0.648772,0.148772,0.500000,0.581219,0.081219,0.500000,0.530483,0.030483,0.500000,0.402461,-0.097539,0.500000,0.500518,0.000518,0.500000,0.539618,0.039618
168site,drift,67,4878580754475736338,0.824703,48,false,false,148,112,157,937,19,0.500000,0.461361,-0.038639,0.500000,0.433784,-0.066216,0.500000,0.458888,-0.041112,0.500000,0.522936,0.022936,0.500000,0.585906,0.085906,0.500000,0.742575,0.242575,0.500000,0.418330,-0.081670,0.500000,0.348224,-0.151776,0.500000,0.380514,-0.119486,0.500000,0.474423,-0.025577,0.500000,0.568926,0.068926
168site,drift,68,18075868180855577011,0.811260,48,false,false,144,108,155,929,21,0.500000,0.537580,0.037580,0.500000,0.379223,-0.120777,0.500000,0.344832,-0.155168,0.500000,0.427623,-0.072377,0.500000,0.508384,0.008384,0.500000,0.702503,0.202503,0.500000,0.587347,0.087347,0.500000,0.465016,-0.034984,0.500000,0.340995,-0.159005,0.500000,0.458165,-0.041835,0.500000,0.514553,0.014553
168site,drift,69,2628546448126269294,0.829464,48,false,false,141,105,154,890,17,0.500000,0.381262,-0.118738,0.500000,0.388238,-0.111762,0.500000,0.447441,-0.052559,0.500000,0.481996,-0.018004,0.500000,0.592275,0.092275,0.500000,0.793586,0.293586,0.500000,0.419152,-0.080848,0.500000,0.404804,-0.095196,0.500000,0.440725,-0.059275,0.500000,0.553940,0.053940,0.500000,0.562080,0.062080
168site,drift,70,9523121837793238575,0.825992,48,false,false,137,101,157,887,18,0.500000,0.397294,-0.102706,0.500000,0.425675,-0.074325,0.500000,0.417918,-0.082082,0.500000,0.534206,0.034206,0.500000,0.531698,0.031698,0.500000,0.752439,0.252439,0.500000,0.342126,-0.157874,0.500000,0.406207,-0.093793,0.500000,0.495092,-0.004908,0.500000,0.546634,0.046634,0.500000,0.561522,0.061522
168site,drift,71,11176595619301721424,0.827728,48,false,false,142,106,157,932,20,0.500000,0.483900,-0.016100,0.500000,0.561665,0.061665,0.500000,0.374778,-0.125222,0.500000,0.449178,-0.050822,0.500000,0.499221,-0.000779,0.500000,0.698574,0.198574,0.500000,0.503728,0.003728,0.500000,0.572848,0.072848,0.500000,0.327072,-0.172928,0.500000,0.465481,-0.034519,0.500000,0.548981,0.048981
168site,drift,72,14204021873688713015,0.838889,48,false,false,136,100,159,890,15,0.500000,0.320111,-0.179889,0.500000,0.445537,-0.054463,0.500000,0.466834,-0.033166,0.500000,0.499220,-0.000780,0.500000,0.624636,0.124636,0.500000,0.740778,0.240778,0.500000,0.297794,-0.202206,0.500000,0.403997,-0.096003,0.500000,0.439257,-0.060743,0.500000,0.567863,0.067863,0.500000,0.549290,0.049290
168site,drift,73,13673467760375099127,0.832143,47,false,false,145,110,154,955,20,0.500000,0.562228,0.062228,0.500000,0.547674,0.047674,0.500000,0.401883,-0.098117,0.500000,0.476688,-0.023312,0.500000,0.544125,0.044125,0.500000,0.734163,0.234163,0.500000,0.477122,-0.022878,0.500000,0.487798,-0.012202,0.500000,0.449647,-0.050353,0.500000,0.507514,0.007514,0.500000,0.584668,0.084668
168site,drift,74,10643524677759897677,0.827232,48,false,false,147,111,157,879,18,0.500000,0.393012,-0.106988,0.500000,0.400500,-0.099500,0.500000,0.545763,0.045763,0.500000,0.603305,0.103305,0.500000,0.613209,0.113209,0.500000,0.785915,0.285915,0.500000,0.294646,-0.205354,0.500000,0.413097,-0.086903,0.500000,0.493131,-0.006869,0.500000,0.561052,0.061052,0.500000,0.636563,0.136563
168site,drift,75,17679136893895768217,0.818899,48,false,false,167,131,155,917,22,0.500000,0.448176,-0.051824,0.500000,0.464554,-0.035446,0.500000,0.455149,-0.044851,0.500000,0.419928,-0.080072,0.500000,0.517462,0.017462,0.500000,0.670809,0.170809,0.500000,0.449298,-0.050702,0.500000,0.420549,-0.079451,0.500000,0.462134,-0.037866,0.500000,0.447540,-0.052460,0.500000,0.556792,0.056792
168site,drift,76,6681144271103588774,0.817163,48,false,false,147,111,160,898,18,0.500000,0.442693,-0.057307,0.500000,0.407342,-0.092658,0.500000,0.469177,-0.030823,0.500000,0.545408,0.045408,0.500000,0.529023,0.029023,0.500000,0.682579,0.182579,0.500000,0.415425,-0.084575,0.500000,0.417154,-0.082846,0.500000,0.436048,-0.063952,0.500000,0.517668,0.017668,0.500000,0.514940,0.014940
168site,drift,77,3750582955801611621,0.828572,48,false,false,145,109,158,876,22,0.500000,0.299030,-0.200970,0.500000,0.374042,-0.125958,0.500000,0.414509,-0.085491,0.500000,0.519206,0.019206,0.500000,0.570464,0.070464,0.500000,0.823323,0.323323,0.500000,0.331700,-0.168300,0.500000,0.369430,-0.130570,0.500000,0.439871,-0.060129,0.500000,0.461558,-0.038442,0.500000,0.611978,0.111978
168site,drift,78,9713619345883888780,0.820238,46,false,false,141,107,153,882,18,0.500000,0.366363,-0.133637,0.500000,0.417474,-0.082526,0.500000,0.428730,-0.071270,0.500000,0.519868,0.019868,0.500000,0.625254,0.125254,0.500000,0.691742,0.191742,0.500000,0.338469,-0.161531,0.500000,0.357280,-0.142720,0.500000,0.414439,-0.085561,0.500000,0.541813,0.041813,0.500000,0.576621,0.076621
168site,drift,79,8318792269813128116,0.831250,48,false,false,137,101,158,949,23,0.500000,0.423529,-0.076471,0.500000,0.425395,-0.074605,0.500000,0.432788,-0.067212,0.500000,0.465453,-0.034547,0.500000,0.599837,0.099837,0.500000,0.735316,0.235316,0.500000,0.460231,-0.039769,0.500000,0.334057,-0.165943,0.500000,0.451414,-0.048586,0.500000,0.479146,-0.020854,0.500000,0.650841,0.150841
168site,drift,80,13698874054493925152,0.824008,48,false,false,151,115,155,893,19,0.500000,0.361791,-0.138209,0.500000,0.396389,-0.103611,0.500000,0.455063,-0.044937,0.500000,0.494283,-0.005717,0.500000,0.574554,0.074554,0.500000,0.713320,0.213320,0.500000,0.356855,-0.143145,0.500000,0.335159,-0.164841,0.500000,0.431304,-0.068696,0.500000,0.514435,0.014435,0.500000,0.666726,0.166726
168site,drift,81,16840749988838148619,0.828572,48,false,false,147,111,155,909,18,0.500000,0.390188,-0.109812,0.500000,0.405720,-0.094280,0.500000,0.478952,-0.021048,0.500000,0.518146,0.018146,0.500000,0.665709,0.165709,0.500000,0.738752,0.238752,0.500000,0.413202,-0.086798,0.500000,0.385952,-0.114048,0.500000,0.456340,-0.043660,0.500000,0.515416,0.015416,0.500000,0.588293,0.088293
168site,drift,82,7835206974084145763,0.817460,48,false,false,134,98,155,917,20,0.500000,0.532775,0.032775,0.500000,0.377253,-0.122747,0.500000,0.424217,-0.075783,0.500000,0.400597,-0.099403,0.500000,0.566762,0.066762,0.500000,0.729197,0.229197,0.500000,0.545796,0.045796,0.500000,0.432205,-0.067795,0.500000,0.427719,-0.072281,0.500000,0.478253,-0.021747,0.500000,0.515873,0.015873
168site,drift,83,13335658033300236878,0.824603,48,false,false,141,105,159,944,20,0.500000,0.486474,-0.013526,0.500000,0.367786,-0.132214,0.500000,0.467883,-0.032117,0.500000,0.445368,-0.054632,0.500000,0.553644,0.053644,0.500000,0.748211,0.248211,0.500000,0.542447,0.042447,0.500000,0.400845,-0.099155,0.500000,0.434313,-0.065687,0.500000,0.477358,-0.022642,0.500000,0.590131,0.090131
168site,drift,84,6715540920267098446,0.836707,48,false,false,150,114,156,928,21,0.500000,0.424022,-0.075978,0.500000,0.330042,-0.169958,0.500000,0.401105,-0.098895,0.500000,0.429935,-0.070065,0.500000,0.552144,0.052144,0.500000,0.827468,0.327468,0.500000,0.489457,-0.010543,0.500000,0.324521,-0.175479,0.500000,0.436959,-0.063041,0.500000,0.500657,0.000657,0.500000,0.594100,0.094100
168site,drift,85,11406939031118028130,0.825794,48,false,false,151,115,154,876,17,0.500000,0.361510,-0.138490,0.500000,0.460105,-0.039895,0.500000,0.435635,-0.064365,0.500000,0.526649,0.026649,0.500000,0.565152,0.065152,0.500000,0.769710,0.269710,0.500000,0.390726,-0.109274,0.500000,0.447100,-0.052900,0.500000,0.377823,-0.122177,0.500000,0.540108,0.040108,0.500000,0.606399,0.106399
168site,drift,86,10247026884067285251,0.818304,47,false,false,166,131,152,907,20,0.500000,0.446778,-0.053222,0.500000,0.374789,-0.125211,0.500000,0.451971,-0.048029,0.500000,0.541146,0.041146,0.500000,0.506249,0.006249,0.500000,0.697303,0.197303,0.500000,0.439767,-0.060233,0.500000,0.427959,-0.072041,0.500000,0.450587,-0.049413,0.500000,0.552559,0.052559,0.500000,0.650727,0.150727
168site,drift,87,3039133378880736708,0.824306,48,false,false,150,114,152,939,21,0.500000,0.492702,-0.007298,0.500000,0.403714,-0.096286,0.500000,0.481622,-0.018378,0.500000,0.509655,0.009655,0.500000,0.459618,-0.040382,0.500000,0.670518,0.170518,0.500000,0.515302,0.015302,0.500000,0.409885,-0.090115,0.500000,0.507027,0.007027,0.500000,0.491589,-0.008411,0.500000,0.571868,0.071868
168site,drift,88,5703593171599138954,0.822123,48,false,false,139,103,154,884,14,0.500000,0.382041,-0.117959,0.500000,0.404834,-0.095166,0.500000,0.465320,-0.034680,0.500000,0.480217,-0.019783,0.500000,0.645329,0.145329,0.500000,0.758715,0.258715,0.500000,0.359658,-0.140342,0.500000,0.349148,-0.150852,0.500000,0.375836,-0.124164,0.500000,0.565116,0.065116,0.500000,0.599388,0.099388
