arm,seed,sample,sample_count,tick,population,extinct_at_end,at_cap,peak_population,starvation_deaths,dehydration_deaths,age_deaths,health_deaths,predation_deaths,starvation_deaths_interval,total_deaths_interval,plant_patches,seed_eligible_patches,plant_biomass,plant_growth_cumulative,plant_offtake_cumulative,plant_mortality_cumulative,mean_energy_fraction,behavior_hash
control,63,7,9,18666,0,1,0,317,274,1,329,0,0,0,0,0,0,0,21799.3164,13384.9053,8845.7002,,1620356470170671405
control,63,8,9,21333,0,1,0,317,274,1,329,0,0,0,0,0,0,0,21799.3164,13384.9053,8845.7002,,15979821071558808156
control,63,9,9,24000,0,1,0,317,274,1,329,0,0,0,0,0,0,0,21799.3164,13384.9053,8845.7002,,17784458415370955131
control,64,1,9,2666,38,1,0,440,0,0,5,0,0,0,5,20,18,1287.8329,2700.6616,486.8365,1357.9897,0.7899,5542273347621198112
control,64,2,9,5333,71,1,0,440,0,0,26,0,0,0,21,21,20,1427.1365,6035.2842,1601.8003,3438.3506,0.7716,1974729287735698346
control,64,3,9,8000,98,1,0,440,0,0,73,0,0,0,47,23,22,1602.4294,9609.7441,3220.5007,5218.7593,0.7973,3582340438540696845
control,64,4,9,10666,213,1,0,440,0,0,130,0,0,0,57,23,21,1449.0385,14517.7246,5864.5259,7636.0703,0.8145,18333798567264462911
control,64,5,9,13333,440,1,0,440,0,0,238,0,0,0,108,19,10,734.9279,21443.4102,11642.8359,9497.2578,0.7428,7850234356952208428
control,64,6,9,16000,205,1,0,440,202,0,449,0,0,202,413,11,1,73.375,26378.084,17032.4531,9704.6357,0.4796,15543459085696513413
control,64,7,9,18666,0,1,0,440,336,0,521,0,0,134,206,0,0,0,26614.8691,17270.4063,9776.623,,9906171731480162918
control,64,8,9,21333,0,1,0,440,336,0,521,0,0,0,0,0,0,0,26614.8691,17270.4063,9776.623,,2132472773869647711
control,64,9,9,24000,0,1,0,440,336,0,521,0,0,0,0,0,0,0,26614.8691,17270.4063,9776.623,,6004375940115312872
control,65,1,9,2666,33,1,0,486,0,0,2,0,0,0,2,19,17,1259.5654,2666.4006,404.6465,1434.178,0.6455,999160452533720856
control,65,2,9,5333,23,1,0,486,0,0,32,0,0,0,30,24,23,1684.2557,5543.624,916.644,3374.6729,0.755,1510946609836318516
control,65,3,9,8000,33,1,0,486,0,0,52,0,0,0,20,21,20,1437.4734,8227.4092,1401.062,5820.8208,0.7653,6367481693074702559
control,65,4,9,10666,68,1,0,486,0,0,78,0,0,0,26,23,21,1558.8739,11706.4473,2241.6296,8337.8438,0.8128,5319474575351352508
control,65,5,9,13333,143,1,0,486,0,0,121,0,0,0,43,22,22,1570.5428,15736.123,3968.8254,10628.6709,0.7767,17463390696785083088
control,65,6,9,16000,253,1,0,486,0,0,211,0,0,0,90,23,20,1443.0691,21584.0234,7503.0581,13069.6895,0.7794,13604904176068348621
control,65,7,9,18666,465,1,0,486,0,0,392,0,0,0,181,22,15,1101.4866,29898.2207,13892.5635,15337.4326,0.7975,10722515238171768776
control,65,8,9,21333,486,1,0,486,0,0,708,0,0,0,316,14,0,57.2834,39104.7617,22793.3516,16688.3418,0.6352,7879963452734801290
control,65,9,9,24000,0,1,0,486,302,1,899,0,0,302,494,0,0,0,39744.1445,23472.2402,16706.3047,,9852385718809982765
