arm,seed,hash,occupancy,realized_grazing_pressure,final_population,extinct,frozen,births,deaths,plant_count,plant_births,highest_plant_generation,growth_founder,growth_final,growth_delta,seed_investment_founder,seed_investment_final,seed_investment_delta,water_efficiency_founder,water_efficiency_final,water_efficiency_delta,nutrition_founder,nutrition_final,nutrition_delta,defense_founder,defense_final,defense_delta,dispersal_founder,dispersal_final,dispersal_delta,moisture_tolerance_founder,moisture_tolerance_final,moisture_tolerance_delta,temperature_tolerance_founder,temperature_tolerance_final,temperature_tolerance_delta,nutrient_uptake_founder,nutrient_uptake_final,nutrient_uptake_delta,seedling_resilience_founder,seedling_resilience_final,seedling_resilience_delta,seed_production_rate_founder,seed_production_rate_final,seed_production_rate_delta
base,132,12716278943207805828,0.28387898,0.0033418234,48,false,false,143,107,98,378,17,0.50000006,0.62148774,0.12148768,0.5,0.37923813,-0.12076187,0.5,0.43215322,-0.067846775,0.5,0.43087387,-0.06912613,0.49999997,0.5443863,0.044386357,0.5,0.5904139,0.09041393,0.50000006,0.6844449,0.18444484,0.5,0.4199039,-0.080096096,0.5,0.3973385,-0.10266149,0.5,0.51833916,0.018339157,0.49999997,0.5309385,0.030938536
seedprod-on,132,16930530221960856556,0.36775795,0.0024351801,48,false,false,137,101,120,479,20,0.50000006,0.60610956,0.1061095,0.5,0.3786712,-0.1213288,0.5,0.5173915,0.017391503,0.5,0.36920235,-0.13079765,0.49999997,0.44078147,-0.059218496,0.5,0.6301753,0.13017529,0.50000006,0.6491747,0.14917463,0.5,0.44628337,-0.05371663,0.5,0.46729755,-0.032702446,0.5,0.4736722,-0.026327789,0.49999997,0.5444642,0.0444642
contest-on,132,2495372309899297889,0.1920635,0.0019982501,0,true,false,64,76,96,259,17,0.50000006,0.63856244,0.13856238,0.5,0.29346308,-0.20653692,0.5,0.3954191,-0.10458091,0.5,0.40806744,-0.091932565,0.49999997,0.51872605,0.01872608,0.5,0.6170946,0.11709458,0.50000006,0.7469566,0.24695653,0.5,0.3387983,-0.16120169,0.5,0.39055893,-0.10944107,0.5,0.5158521,0.015852094,0.49999997,0.6966507,0.19665071
mortality-off,132,3918795150174793245,0.4753968,0.0015364579,48,false,false,138,102,166,167,11,0.50000006,0.6404944,0.14049435,0.5,0.43249154,-0.06750846,0.5,0.44083244,-0.059167564,0.5,0.3893224,-0.1106776,0.49999997,0.49724334,-0.0027566254,0.5,0.57156163,0.071561635,0.50000006,0.67156273,0.17156267,0.5,0.4484605,-0.05153951,0.5,0.41915175,-0.08084825,0.5,0.44103944,-0.058960557,0.49999997,0.5109383,0.010938317
base,133,17353680865494229956,0.30049604,0.002852534,48,false,false,165,129,84,388,18,0.50000006,0.62019414,0.12019408,0.5,0.4214683,-0.07853171,0.5,0.31479326,-0.18520674,0.5,0.42344943,-0.07655057,0.49999997,0.45824605,-0.041753918,0.5,0.611616,0.111616015,0.50000006,0.60657376,0.1065737,0.5,0.45586264,-0.04413736,0.5,0.41653982,-0.08346018,0.5,0.49377102,-0.0062289834,0.49999997,0.4635387,-0.036461264
seedprod-on,133,11032232104565624076,0.30505952,0.0033620987,48,false,false,163,127,123,395,16,0.50000006,0.26053974,-0.23946032,0.5,0.4472137,-0.05278629,0.5,0.44909728,-0.050902724,0.5,0.53673714,0.036737144,0.49999997,0.61982393,0.11982396,0.5,0.7801249,0.2801249,0.50000006,0.3307613,-0.16923875,0.5,0.36563984,-0.13436016,0.5,0.49551967,-0.004480332,0.5,0.58650535,0.08650535,0.49999997,0.6160177,0.11601773
contest-on,133,672183919259432099,0.21805556,0.0046087997,48,false,false,174,138,83,267,16,0.50000006,0.44710153,-0.052898526,0.5,0.33403838,-0.16596162,0.5,0.39737168,-0.10262832,0.5,0.4860181,-0.013981909,0.49999997,0.5526379,0.052637905,0.5,0.66403866,0.16403866,0.50000006,0.4525641,-0.04743597,0.5,0.39153138,-0.10846862,0.5,0.4118659,-0.08813411,0.5,0.55088484,0.050884843,0.49999997,0.51150423,0.011504263
mortality-off,133,12152496918886900116,0.53630954,0.0015947005,48,false,false,150,114,164,175,11,0.50000006,0.6507533,0.15075326,0.5,0.43387344,-0.066126555,0.5,0.40353435,-0.09646565,0.5,0.4489593,-0.05104071,0.49999997,0.45690155,-0.04309842,0.5,0.5490179,0.049017906,0.50000006,0.5910743,0.09107423,0.5,0.43211648,-0.06788352,0.5,0.45186666,-0.048133343,0.5,0.46564594,-0.03435406,0.49999997,0.47071093,-0.029289037
base,134,14478905149209391636,0.40719247,0.002313193,47,false,false,145,110,113,516,16,0.50000006,0.50296754,0.0029674768,0.5,0.4596406,-0.040359408,0.5,0.3684781,-0.13152191,0.5,0.44303298,-0.05696702,0.49999997,0.5188578,0.018857807,0.5,0.6364679,0.13646787,0.50000006,0.5603023,0.060302258,0.5,0.45481718,-0.045182824,0.5,0.42384383,-0.07615617,0.5,0.46672964,-0.03327036,0.49999997,0.54598296,0.045982987
seedprod-on,134,7852803026770638291,0.41081348,0.0022649323,48,false,false,145,109,116,518,19,0.50000006,0.4518823,-0.048117757,0.5,0.47686714,-0.02313286,0.5,0.38816535,-0.111834645,0.5,0.440238,-0.059762,0.49999997,0.5504157,0.050415725,0.5,0.6363521,0.13635212,0.50000006,0.484727,-0.015273064,0.5,0.46721005,-0.032789946,0.5,0.4129661,-0.0870339,0.5,0.44343904,-0.056560963,0.49999997,0.5692664,0.06926641
contest-on,134,16253985039609773365,0.19558533,0.0042418637,48,false,false,169,133,83,265,21,0.50000006,0.6353034,0.13530332,0.5,0.28175288,-0.21824712,0.5,0.4288565,-0.07114351,0.5,0.43318772,-0.06681228,0.49999997,0.4854604,-0.01453957,0.5,0.74305993,0.24305993,0.50000006,0.6537687,0.15376866,0.5,0.43793654,-0.062063456,0.5,0.5363682,0.03636819,0.5,0.47125128,-0.02874872,0.49999997,0.6379392,0.13793924
mortality-off,134,12873301278768852458,0.61125994,0.0014044078,48,false,false,146,110,168,173,13,0.50000006,0.5575592,0.057559133,0.5,0.4658179,-0.0341821,0.5,0.40389615,-0.09610385,0.5,0.4336536,-0.06634641,0.49999997,0.50510013,0.005100161,0.5,0.5881181,0.08811808,0.50000006,0.57158756,0.0715875,0.5,0.47354317,-0.026456833,0.5,0.45148042,-0.04851958,0.5,0.4685126,-0.031487405,0.49999997,0.5256243,0.025624305
base,135,5273097586907500252,0.31835318,0.002955819,48,false,false,143,107,122,418,17,0.50000006,0.54559404,0.045593977,0.5,0.57102,0.07102001,0.5,0.41971126,-0.08028874,0.5,0.43692443,-0.06307557,0.49999997,0.4280356,-0.07196438,0.5,0.63578194,0.13578194,0.50000006,0.54096985,0.04096979,0.5,0.6191061,0.119106114,0.5,0.31552753,-0.18447247,0.5,0.4496525,-0.050347507,0.49999997,0.47164333,-0.028356642
seedprod-on,135,1211750578520959901,0.3061508,0.00289225,48,false,false,143,107,109,404,19,0.50000006,0.63795,0.13794994,0.5,0.38624138,-0.11375862,0.5,0.5381619,0.038161874,0.5,0.5226627,0.0226627,0.49999997,0.4748358,-0.025164157,0.5,0.66386133,0.16386133,0.50000006,0.6875573,0.18755722,0.5,0.45573065,-0.044269353,0.5,0.42572957,-0.07427043,0.5,0.4160059,-0.08399409,0.49999997,0.57852775,0.07852778
contest-on,135,11513768948408936932,0.24375,0.0015096804,0,true,false,77,89,97,332,19,0.50000006,0.670457,0.17045695,0.5,0.34503496,-0.15496504,0.5,0.42504233,-0.07495767,0.5,0.4464277,-0.053572297,0.49999997,0.43929738,-0.060702592,0.5,0.705878,0.20587802,0.50000006,0.7397891,0.23978907,0.5,0.3019517,-0.1980483,0.5,0.34733376,-0.15266624,0.5,0.46670073,-0.033299267,0.49999997,0.630991,0.13099101
mortality-off,135,17809144017486147052,0.4419643,0.0017458969,48,false,false,148,112,139,148,16,0.50000006,0.6138614,0.11386132,0.5,0.40261698,-0.09738302,0.5,0.5164807,0.016480684,0.5,0.4716465,-0.028353512,0.49999997,0.45946875,-0.040531218,0.5,0.55374503,0.05374503,0.50000006,0.5938558,0.09385574,0.5,0.41681415,-0.08318585,0.5,0.48220974,-0.017790258,0.5,0.3951709,-0.1048291,0.49999997,0.53241456,0.032414585
base,136,4625718110179049628,0.47371033,0.0021960735,48,false,false,172,136,132,605,18,0.50000006,0.5591281,0.059128046,0.5,0.5200092,0.02000922,0.5,0.48890066,-0.0110993385,0.5,0.34953043,-0.15046957,0.49999997,0.5886072,0.08860722,0.5,0.67246336,0.17246336,0.50000006,0.67383134,0.17383128,0.5,0.4752846,-0.024715394,0.5,0.4634645,-0.0365355,0.5,0.35288444,-0.14711556,0.49999997,0.53331786,0.033317894
seedprod-on,136,7921110986357165170,0.4331349,0.002616887,47,false,false,164,129,126,569,17,0.50000006,0.5891088,0.089108765,0.5,0.4910801,-0.008919895,0.5,0.47562617,-0.02437383,0.5,0.3970372,-0.10296279,0.49999997,0.560248,0.060248047,0.5,0.6620864,0.16208643,0.50000006,0.66494125,0.16494119,0.5,0.43949682,-0.060503185,0.5,0.4532279,-0.046772093,0.5,0.36774915,-0.13225085,0.49999997,0.5351882,0.035188228
contest-on,136,4999654558811306143,0.40818453,0.0025900323,47,false,false,165,130,117,520,19,0.50000006,0.623192,0.12319195,0.5,0.5350649,0.035064876,0.5,0.3943098,-0.10569021,0.5,0.35232833,-0.14767167,0.49999997,0.500183,0.00018301606,0.5,0.6973634,0.19736338,0.50000006,0.62489265,0.12489259,0.5,0.4759186,-0.024081409,0.5,0.47947514,-0.02052486,0.5,0.3745329,-0.12546709,0.49999997,0.5139592,0.013959259
mortality-off,136,7271993577568510305,0.59935516,0.0012698922,48,false,false,162,126,168,171,14,0.50000006,0.57566214,0.07566208,0.5,0.5183608,0.018360794,0.5,0.43920544,-0.060794562,0.5,0.3783896,-0.1216104,0.49999997,0.5435177,0.04351774,0.5,0.620655,0.120655,0.50000006,0.5869158,0.08691573,0.5,0.46336466,-0.03663534,0.5,0.4789785,-0.021021485,0.5,0.42702526,-0.07297474,0.49999997,0.5198294,0.019829422
base,137,17392335874148537307,0.18948413,0.004016696,48,false,false,174,138,82,280,21,0.50000006,0.7529023,0.25290227,0.5,0.49190763,-0.008092374,0.5,0.35956746,-0.14043254,0.5,0.5153231,0.0153231025,0.49999997,0.5752473,0.07524732,0.5,0.68840927,0.18840927,0.50000006,0.76454,0.26453996,0.5,0.23675758,-0.26324242,0.5,0.29638937,-0.20361063,0.5,0.38468876,-0.115311235,0.49999997,0.74396676,0.24396679
seedprod-on,137,10718111915638245545,0.2514385,0.002779171,48,false,false,191,155,94,341,16,0.50000006,0.6862461,0.18624604,0.5,0.45998016,-0.04001984,0.5,0.37357643,-0.12642357,0.5,0.40143844,-0.098561555,0.49999997,0.45196533,-0.04803464,0.5,0.61831737,0.118317366,0.50000006,0.72521484,0.22521478,0.5,0.35629067,-0.14370933,0.5,0.34512743,-0.15487257,0.5,0.42295253,-0.07704747,0.49999997,0.62357426,0.12357429
contest-on,137,1178730538425788764,0.2860615,0.0028671704,47,false,false,169,134,104,331,15,0.50000006,0.34648147,-0.15351859,0.5,0.5130202,0.013020217,0.5,0.4222814,-0.077718586,0.5,0.5134811,0.0134810805,0.49999997,0.48700875,-0.01299122,0.5,0.64371514,0.14371514,0.50000006,0.4189936,-0.08100647,0.5,0.40577176,-0.09422824,0.5,0.44738442,-0.052615583,0.5,0.52954394,0.029543936,0.49999997,0.5389152,0.038915247
mortality-off,137,3092619888546633185,0.50357145,0.0015183939,48,false,false,159,123,159,162,16,0.50000006,0.6121758,0.11217576,0.5,0.45644787,-0.04355213,0.5,0.39912143,-0.10087857,0.5,0.44447002,-0.05552998,0.49999997,0.5018201,0.0018201172,0.5,0.583608,0.08360797,0.50000006,0.62282073,0.122820675,0.5,0.40281647,-0.097183526,0.5,0.3961378,-0.103862196,0.5,0.44616708,-0.05383292,0.49999997,0.5773051,0.07730511
base,138,646405132533295063,0.38144842,0.0026527203,48,false,false,152,116,118,491,19,0.50000006,0.5249941,0.024994016,0.5,0.7125978,0.21259779,0.5,0.32824156,-0.17175844,0.5,0.3700703,-0.12992969,0.49999997,0.42526934,-0.074730635,0.5,0.6801285,0.18012851,0.50000006,0.5629853,0.06298524,0.5,0.7207231,0.2207231,0.5,0.28454605,-0.21545395,0.5,0.3634526,-0.13654739,0.49999997,0.49458283,-0.0054171383
seedprod-on,138,13221298778527451559,0.37539682,0.0029036633,48,false,false,157,121,117,517,16,0.50000006,0.6138521,0.113852024,0.5,0.5824106,0.082410574,0.5,0.33082527,-0.16917473,0.5,0.4443647,-0.055635303,0.49999997,0.5125355,0.012535542,0.5,0.6919842,0.19198418,0.50000006,0.5940314,0.094031334,0.5,0.5374973,0.037497282,0.5,0.35805658,-0.14194342,0.5,0.4209209,-0.07907909,0.49999997,0.48579654,-0.014203429
contest-on,138,8884288616897189448,0.3310516,0.0030589586,48,false,false,153,117,118,417,20,0.50000006,0.57367826,0.073678195,0.5,0.7203503,0.22035033,0.5,0.39213762,-0.10786238,0.5,0.28905794,-0.21094206,0.49999997,0.43538675,-0.06461322,0.5,0.6820834,0.18208343,0.50000006,0.54550683,0.045506775,0.5,0.71438515,0.21438515,0.5,0.3141587,-0.18584129,0.5,0.36100817,-0.13899183,0.49999997,0.48635593,-0.01364404
mortality-off,138,7228793080677553802,0.5948909,0.0016159496,48,false,false,153,117,168,188,15,0.50000006,0.55392975,0.053929687,0.5,0.5548776,0.05487758,0.5,0.3934158,-0.10658419,0.5,0.43751335,-0.06248665,0.49999997,0.5110937,0.011093706,0.5,0.6326538,0.13265377,0.50000006,0.5775347,0.077534616,0.5,0.50004184,4.184246E-05,0.5,0.35534894,-0.14465106,0.5,0.43561944,-0.06438056,0.49999997,0.523139,0.02313903
base,139,10862511746438973255,0.356498,0.0022618067,48,false,false,173,137,121,462,19,0.50000006,0.58157533,0.081575274,0.5,0.6328912,0.13289118,0.5,0.40169635,-0.098303646,0.5,0.3199444,-0.18005559,0.49999997,0.42337564,-0.076624334,0.5,0.6193718,0.11937177,0.50000006,0.538704,0.03870392,0.5,0.64874554,0.14874554,0.5,0.41977602,-0.08022398,0.5,0.3589757,-0.14102429,0.49999997,0.45785433,-0.04214564
seedprod-on,139,11465481068259167880,0.3625992,0.0021580355,48,false,false,165,129,120,482,17,0.50000006,0.5909373,0.09093726,0.5,0.44981816,-0.050181836,0.5,0.41650742,-0.08349258,0.5,0.41800433,-0.081995666,0.49999997,0.4761742,-0.023825765,0.5,0.6976068,0.1976068,0.50000006,0.6596057,0.15960562,0.5,0.4892496,-0.010750413,0.5,0.39201668,-0.10798332,0.5,0.39706948,-0.102930516,0.49999997,0.5790061,0.079006106
contest-on,139,15677226778066944527,0.28209326,0.0028438256,47,false,false,152,117,110,385,22,0.50000006,0.7304078,0.23040771,0.5,0.40335265,-0.09664735,0.5,0.41226235,-0.08773765,0.5,0.42739576,-0.07260424,0.49999997,0.3913578,-0.10864216,0.5,0.7729923,0.2729923,0.50000006,0.6545679,0.15456784,0.5,0.32193667,-0.17806333,0.5,0.44483727,-0.055162728,0.5,0.49114147,-0.008858532,0.49999997,0.50549245,0.0054924786
mortality-off,139,8556362168623438489,0.57132936,0.0013069521,48,false,false,151,115,167,176,13,0.50000006,0.6072162,0.10721612,0.5,0.4916973,-0.008302689,0.5,0.43841818,-0.06158182,0.5,0.47508225,-0.024917752,0.49999997,0.46677828,-0.03322169,0.5,0.55502427,0.055024266,0.50000006,0.60045654,0.100456476,0.5,0.43534887,-0.06465113,0.5,0.42955753,-0.07044247,0.5,0.41843104,-0.08156896,0.49999997,0.49867705,-0.0013229251
base,140,12760471714058695884,0.43253967,0.0018176609,48,false,false,151,115,127,562,18,0.50000006,0.4744149,-0.025585145,0.5,0.32068875,-0.17931125,0.5,0.4262421,-0.07375789,0.5,0.5233873,0.023387313,0.49999997,0.5587971,0.05879715,0.5,0.7065131,0.2065131,0.50000006,0.46520022,-0.034799844,0.5,0.37394488,-0.12605512,0.5,0.39132336,-0.10867664,0.5,0.5161852,0.016185224,0.49999997,0.5824847,0.08248475
seedprod-on,140,12690396753767815924,0.41607144,0.0017281886,47,false,false,153,118,138,529,19,0.50000006,0.39585206,-0.104148,0.5,0.35338473,-0.14661527,0.5,0.52607006,0.026070058,0.5,0.52859586,0.028595865,0.49999997,0.45375523,-0.04624474,0.5,0.76418567,0.26418567,0.50000006,0.43610638,-0.063893676,0.5,0.41741136,-0.08258864,0.5,0.4785246,-0.021475405,0.5,0.60007995,0.10007995,0.49999997,0.57538295,0.07538298
contest-on,140,6253800933028877104,0.35699406,0.0019080266,48,false,false,144,108,130,417,16,0.50000006,0.3628658,-0.13713425,0.5,0.39596954,-0.10403046,0.5,0.50095,0.0009499788,0.5,0.4557035,-0.044296503,0.49999997,0.53728557,0.037285596,0.5,0.7680095,0.26800948,0.50000006,0.31388646,-0.1861136,0.5,0.427005,-0.07299501,0.5,0.47026092,-0.029739082,0.5,0.46214357,-0.03785643,0.49999997,0.57575417,0.075754195
mortality-off,140,17855640507287537300,0.5685516,0.0012425922,48,false,false,151,115,162,172,12,0.50000006,0.53478056,0.034780502,0.5,0.3765339,-0.123466104,0.5,0.47069925,-0.02930075,0.5,0.51615644,0.016156435,0.49999997,0.5010535,0.0010535419,0.5,0.5671792,0.0671792,0.50000006,0.535187,0.035186946,0.5,0.42393535,-0.076064646,0.5,0.43167344,-0.06832656,0.5,0.50310385,0.0031038523,0.49999997,0.55569917,0.0556992
base,141,4605055272136119083,0.3921131,0.002287839,48,false,false,153,117,114,512,19,0.50000006,0.5400944,0.040094316,0.5,0.4105468,-0.08945319,0.5,0.42348906,-0.076510936,0.5,0.4969409,-0.0030590892,0.49999997,0.5949862,0.09498623,0.5,0.71427274,0.21427274,0.50000006,0.5221608,0.022160769,0.5,0.39046314,-0.10953686,0.5,0.38989478,-0.11010522,0.5,0.48983762,-0.010162383,0.49999997,0.5727171,0.0727171
seedprod-on,141,10804686151725109536,0.39776784,0.0024543842,48,false,false,155,119,127,512,18,0.50000006,0.4706487,-0.029351354,0.5,0.3929641,-0.107035905,0.5,0.44724208,-0.05275792,0.5,0.45177448,-0.048225522,0.49999997,0.6226505,0.122650534,0.5,0.6891941,0.18919408,0.50000006,0.39967653,-0.10032353,0.5,0.36694184,-0.13305816,0.5,0.4321674,-0.06783259,0.5,0.4693072,-0.030692786,0.49999997,0.5071008,0.0071008503
contest-on,141,15176307545058519011,0.38541666,0.0025084144,48,false,false,148,112,117,478,18,0.50000006,0.4923639,-0.0076361597,0.5,0.36969686,-0.13030314,0.5,0.41891208,-0.08108792,0.5,0.4317476,-0.068252414,0.49999997,0.6375421,0.13754216,0.5,0.6983923,0.19839227,0.50000006,0.38318038,-0.11681968,0.5,0.348858,-0.151142,0.5,0.4537687,-0.0462313,0.5,0.47057232,-0.029427677,0.49999997,0.61795723,0.117957264
mortality-off,141,15857788934592413780,0.48526785,0.0017600617,48,false,false,147,111,154,164,17,0.50000006,0.5792161,0.07921606,0.5,0.44829202,-0.051707983,0.5,0.43010494,-0.06989506,0.5,0.46703494,-0.032965064,0.49999997,0.57781357,0.077813596,0.5,0.58825314,0.08825314,0.50000006,0.50985754,0.009857476,0.5,0.43256116,-0.06743884,0.5,0.45479196,-0.045208037,0.5,0.43847588,-0.061524123,0.49999997,0.5183053,0.018305331
base,142,13132179201943394037,0.37276787,0.0023755392,48,false,false,133,97,130,523,21,0.50000006,0.61021954,0.11021948,0.5,0.28840283,-0.21159717,0.5,0.442096,-0.057904005,0.5,0.38603517,-0.113964826,0.49999997,0.6210724,0.12107244,0.5,0.7535803,0.25358027,0.50000006,0.6046001,0.10460001,0.5,0.17481674,-0.32518327,0.5,0.43777046,-0.062229544,0.5,0.4377878,-0.0622122,0.49999997,0.54911345,0.049113482
seedprod-on,142,11224823553845709186,0.31344247,0.003055472,48,false,false,136,100,129,476,18,0.50000006,0.7069297,0.20692962,0.5,0.28529197,-0.21470803,0.5,0.4218228,-0.07817721,0.5,0.47235855,-0.027641445,0.49999997,0.56332594,0.06332597,0.5,0.7726626,0.27266258,0.50000006,0.56033754,0.060337484,0.5,0.2829298,-0.21707019,0.5,0.45589113,-0.044108868,0.5,0.37969452,-0.12030548,0.49999997,0.57552284,0.07552287
contest-on,142,11554915535362312568,0.35019842,0.0029908097,48,false,false,143,107,118,462,16,0.50000006,0.63346124,0.13346118,0.5,0.46411398,-0.03588602,0.5,0.37488046,-0.12511954,0.5,0.45683807,-0.04316193,0.49999997,0.55889416,0.058894187,0.5,0.7279931,0.22799307,0.50000006,0.50808835,0.008088291,0.5,0.51623446,0.016234457,0.5,0.4139001,-0.08609989,0.5,0.3730887,-0.12691131,0.49999997,0.46802253,-0.031977445
mortality-off,142,18031291350365180768,0.44295636,0.0017166075,48,false,false,134,98,149,155,13,0.50000006,0.5911841,0.09118402,0.5,0.36837858,-0.13162142,0.5,0.47714004,-0.02285996,0.5,0.4732407,-0.026759297,0.49999997,0.52976733,0.029767364,0.5,0.604008,0.10400802,0.50000006,0.52609414,0.026094079,0.5,0.39130315,-0.10869685,0.5,0.4828014,-0.017198592,0.5,0.45355055,-0.046449453,0.49999997,0.51668847,0.016688496
base,143,7531940734263474068,0.29360119,0.003076799,48,false,false,165,129,109,383,16,0.50000006,0.59658575,0.09658569,0.5,0.53623974,0.036239743,0.5,0.54062617,0.04062617,0.5,0.43065315,-0.069346845,0.49999997,0.45966455,-0.040335417,0.5,0.62814796,0.12814796,0.50000006,0.62317246,0.1231724,0.5,0.552196,0.052196026,0.5,0.4959897,-0.00401029,0.5,0.3244889,-0.17551109,0.49999997,0.4221828,-0.07781717
seedprod-on,143,14198589944609417642,0.31056547,0.002574914,48,false,false,160,124,112,421,19,0.50000006,0.6725449,0.17254484,0.5,0.41657966,-0.083420336,0.5,0.5662928,0.06629282,0.5,0.4190586,-0.08094141,0.49999997,0.4618085,-0.038191468,0.5,0.6431595,0.14315951,0.50000006,0.59923065,0.09923059,0.5,0.42595604,-0.07404396,0.5,0.50766236,0.007662356,0.5,0.39695,-0.10304999,0.49999997,0.49193758,-0.0080623925
contest-on,143,9915462844823384926,0.24117063,0.0031636443,48,false,false,159,123,106,327,20,0.50000006,0.6159134,0.11591333,0.5,0.40064582,-0.09935418,0.5,0.41222665,-0.08777335,0.5,0.43684736,-0.06315264,0.49999997,0.5484753,0.048475355,0.5,0.7259334,0.22593337,0.50000006,0.6283322,0.12833214,0.5,0.29790962,-0.20209038,0.5,0.31003836,-0.18996164,0.5,0.40814197,-0.09185803,0.49999997,0.43467405,-0.065325916
mortality-off,143,350083454765644175,0.46959326,0.0017766891,48,false,false,160,124,163,170,14,0.50000006,0.65684545,0.15684539,0.5,0.45587513,-0.04412487,0.5,0.4852259,-0.014774114,0.5,0.46620595,-0.033794045,0.49999997,0.4793102,-0.020689756,0.5,0.5800066,0.0800066,0.50000006,0.60527116,0.1052711,0.5,0.4649764,-0.0350236,0.5,0.49711844,-0.0028815567,0.5,0.41928437,-0.08071563,0.49999997,0.4711314,-0.028868556
base,144,2963270919524433505,0.35877976,0.0027124698,48,false,false,144,108,125,475,18,0.50000006,0.545033,0.04503292,0.5,0.32872698,-0.17127302,0.5,0.3980813,-0.1019187,0.5,0.5688826,0.068882585,0.49999997,0.5501793,0.050179332,0.5,0.72856313,0.22856313,0.50000006,0.5856522,0.08565211,0.5,0.36228842,-0.13771158,0.5,0.41898525,-0.08101475,0.5,0.4303935,-0.06960651,0.49999997,0.50513875,0.0051387846
seedprod-on,144,17932036622369211330,0.34920636,0.0025546334,48,false,false,155,119,116,475,17,0.50000006,0.4799144,-0.020085663,0.5,0.30484718,-0.19515282,0.5,0.4093845,-0.09061551,0.5,0.59907275,0.099072754,0.49999997,0.5853926,0.085392624,0.5,0.70066005,0.20066005,0.50000006,0.5846711,0.08467102,0.5,0.36378512,-0.13621488,0.5,0.41440445,-0.08559555,0.5,0.45580542,-0.04419458,0.49999997,0.5697864,0.06978646
contest-on,144,3939049692945752564,0.21001984,0.005249173,47,false,false,154,119,83,283,19,0.50000006,0.7113508,0.21135074,0.5,0.33654886,-0.16345114,0.5,0.35546508,-0.14453492,0.5,0.5387083,0.03870833,0.49999997,0.5117647,0.011764735,0.5,0.66395605,0.16395605,0.50000006,0.6319269,0.13192683,0.5,0.3909812,-0.1090188,0.5,0.39301205,-0.10698795,0.5,0.49595395,-0.0040460527,0.49999997,0.5128765,0.01287654
mortality-off,144,3267457040067847009,0.5824405,0.0015639107,48,false,false,144,108,168,180,12,0.50000006,0.5342834,0.03428334,0.5,0.35004532,-0.14995468,0.5,0.45793855,-0.042061448,0.5,0.5312364,0.03123641,0.49999997,0.5120334,0.012033433,0.5,0.6442109,0.14421088,0.50000006,0.5694079,0.06940782,0.5,0.4246013,-0.07539871,0.5,0.45265388,-0.047346115,0.5,0.46626335,-0.033736646,0.49999997,0.5476537,0.047653705
base,145,13890107982716626803,0.34032738,0.0027999282,48,false,false,149,113,112,456,17,0.50000006,0.55432093,0.05432087,0.5,0.44972044,-0.050279558,0.5,0.37167498,-0.12832502,0.5,0.5140955,0.014095485,0.49999997,0.5148793,0.014879316,0.5,0.6606041,0.16060412,0.50000006,0.5925136,0.09251356,0.5,0.5169923,0.016992271,0.5,0.38825887,-0.111741126,0.5,0.44356635,-0.056433648,0.49999997,0.51113075,0.01113078
seedprod-on,145,10675800597820839578,0.3047123,0.0027548687,48,false,false,148,112,116,402,17,0.50000006,0.46023634,-0.03976372,0.5,0.4940529,-0.005947113,0.5,0.46060008,-0.039399922,0.5,0.548434,0.04843402,0.49999997,0.49334848,-0.006651491,0.5,0.65344954,0.15344954,0.50000006,0.5023337,0.002333641,0.5,0.5170729,0.017072916,0.5,0.4176045,-0.082395494,0.5,0.5002479,0.00024789572,0.49999997,0.57893217,0.078932196
contest-on,145,17364315087254578164,0.32485119,0.0033998408,48,false,false,138,102,130,402,15,0.50000006,0.3972835,-0.102716565,0.5,0.39866185,-0.10133815,0.5,0.41740963,-0.08259037,0.5,0.54479146,0.04479146,0.49999997,0.5728862,0.07288626,0.5,0.734101,0.234101,0.50000006,0.42756143,-0.07243863,0.5,0.32486647,-0.17513353,0.5,0.42697346,-0.07302654,0.5,0.5218516,0.0218516,0.49999997,0.5733736,0.073373646
mortality-off,145,15517934506395180474,0.4501984,0.0018950845,47,false,false,139,104,160,176,13,0.50000006,0.51318944,0.013189375,0.5,0.50267315,0.002673149,0.5,0.44672966,-0.05327034,0.5,0.47633547,-0.023664534,0.49999997,0.48195156,-0.018048406,0.5,0.58996284,0.08996284,0.50000006,0.57960457,0.07960451,0.5,0.5360762,0.036076188,0.5,0.42688173,-0.07311827,0.5,0.42931256,-0.07068744,0.49999997,0.54226685,0.042266876
base,146,294123016941407502,0.22485119,0.0035668768,48,false,false,185,149,105,307,17,0.50000006,0.61624146,0.116241395,0.5,0.6217655,0.121765494,0.5,0.30952823,-0.19047177,0.5,0.3651649,-0.1348351,0.49999997,0.5543935,0.0543935,0.5,0.61772794,0.117727935,0.50000006,0.5887762,0.08877611,0.5,0.6678736,0.16787362,0.5,0.32068765,-0.17931235,0.5,0.34362853,-0.15637147,0.49999997,0.49393228,-0.0060676932
seedprod-on,146,12366887262327453570,0.24925596,0.003300924,48,false,false,182,146,93,330,17,0.50000006,0.6324215,0.13242143,0.5,0.6187489,0.1187489,0.5,0.39781255,-0.102187455,0.5,0.39692363,-0.10307637,0.49999997,0.53165525,0.03165528,0.5,0.59911895,0.09911895,0.50000006,0.5772894,0.07728934,0.5,0.7296603,0.22966027,0.5,0.29643536,-0.20356464,0.5,0.38304412,-0.11695588,0.49999997,0.505891,0.005891055
